job_title,median_salary_usd
"Automation Analyst",109529
"Automation Analyst",116037
"AI Engineer",120098
"Chatbot Operator",106638
"Automation Analyst",133196
"AI Engineer",113341
"Data Entry Clerk",149657
"RPA Developer",96584
"ML Engineer",104320
"Chatbot Operator",120721
"Automation Analyst",111896
"Data Entry Clerk",111451
"RPA Developer",108560
"Automation Analyst",91972
"Data Entry Clerk",103308
"Chatbot Operator",121084
"Chatbot Operator",130363
"AI Engineer",139158
"ML Engineer",114824
"ML Engineer",100275
"ML Engineer",119135
"Automation Analyst",92433
"AI Engineer",129351
"AI Engineer",126071
"Data Entry Clerk",130000
"ML Engineer",144251
"Chatbot Operator",104845
"Data Entry Clerk",127895
"RPA Developer",111568
"Data Entry Clerk",117058
"Chatbot Operator",113508
"Automation Analyst",131235
"Chatbot Operator",147163
"ML Engineer",113616
"ML Engineer",123771
"AI Engineer",108155
"Data Entry Clerk",130635
"Data Entry Clerk",116209
"RPA Developer",95752
"Data Entry Clerk",101394
"Data Entry Clerk",131836
"Chatbot Operator",116693
"Chatbot Operator",144841
"AI Engineer",95207
"ML Engineer",98234
"Chatbot Operator",111508
"Data Entry Clerk",130393
"Chatbot Operator",121530
"Chatbot Operator",137366
"Chatbot Operator",128980
"ML Engineer",96940
"Automation Analyst",109855
"ML Engineer",91837
"RPA Developer",125468
"AI Engineer",116102
"Automation Analyst",130842
"AI Engineer",139300
"ML Engineer",99201
"ML Engineer",104625
"ML Engineer",96664
"AI Engineer",145836
"ML Engineer",126864
"Data Entry Clerk",93328
"Data Entry Clerk",148994
"Data Entry Clerk",113094
"RPA Developer",116243
"Automation Analyst",94664
"Chatbot Operator",95885
"ML Engineer",138686
"Chatbot Operator",138761
"Chatbot Operator",91646
"AI Engineer",138679
"Chatbot Operator",142859
"AI Engineer",94117
"ML Engineer",109664
"ML Engineer",118127
"ML Engineer",110570
"Data Entry Clerk",115643
"AI Engineer",127972
"ML Engineer",111865
"ML Engineer",125215
"Automation Analyst",142593
"ML Engineer",105058
"AI Engineer",100499
"Data Entry Clerk",123630
"ML Engineer",139920
"RPA Developer",124264
"AI Engineer",142444
"Chatbot Operator",102667
"AI Engineer",122907
"Automation Analyst",107416
"Data Entry Clerk",127127
"ML Engineer",135846
"ML Engineer",112639
"AI Engineer",105945
"Chatbot Operator",109596
"Chatbot Operator",147029
"AI Engineer",96695
"RPA Developer",130294
"ML Engineer",123817
"Automation Analyst",106975
"ML Engineer",135571
"Data Entry Clerk",125892
"ML Engineer",145314
"Automation Analyst",96788
"RPA Developer",141278
"ML Engineer",97880
"Chatbot Operator",106740
"Data Entry Clerk",128256
"AI Engineer",133984
"RPA Developer",134546
"Automation Analyst",100719
"Chatbot Operator",143084
"AI Engineer",121801
"RPA Developer",104488
"Automation Analyst",106320
"Automation Analyst",118971
"ML Engineer",138848
"Chatbot Operator",126222
"RPA Developer",100369
"Chatbot Operator",92757
"Data Entry Clerk",125123
"Automation Analyst",145790
"RPA Developer",148726
"AI Engineer",102471
"Automation Analyst",135397
"Chatbot Operator",132174
"Data Entry Clerk",136916
"AI Engineer",91260
