ai_job_id,job_title,industry,ai_tool_used,automation_level,median_salary_usd,job_openings_2024,projected_openings_2030
2765,Chatbot Operator,Healthcare,TensorFlow,Medium,82605,74019,49772
2766,AI Engineer,Manufacturing,UiPath,High,107822,5030,109701
2767,Chatbot Operator,Manufacturing,OpenCV,Low,102349,127750,185474
2768,Automation Analyst,IT,Python,Low,113968,84264,136886
2769,Automation Analyst,IT,Python,Low,94479,54224,96875
2770,RPA Developer,IT,ChatGPT,High,79724,20580,71802
2771,Automation Analyst,Healthcare,OpenCV,Low,76733,77211,47482
2772,Automation Analyst,IT,TensorFlow,High,81378,63497,91165
2773,Data Entry Clerk,IT,TensorFlow,Medium,36627,99022,50438
2774,AI Engineer,Finance,OpenCV,Medium,85134,61061,107664
2775,Chatbot Operator,Healthcare,OpenCV,Low,39288,41970,40207
2776,RPA Developer,Marketing,OpenCV,Medium,108949,118529,107933
2777,RPA Developer,Marketing,Python,High,69534,17783,165289
2778,ML Engineer,Manufacturing,Python,High,120171,115651,138082
2779,RPA Developer,Finance,TensorFlow,Low,47854,116749,138427
2780,Data Entry Clerk,Finance,UiPath,Low,51208,11791,164596
2781,Data Entry Clerk,Marketing,Power BI,Low,42478,8740,21138
2782,Data Entry Clerk,Finance,Power BI,Low,72765,134922,32865
2783,Data Entry Clerk,Marketing,UiPath,Medium,105393,133741,35898
2784,RPA Developer,Finance,ChatGPT,Medium,90520,29620,59120
2785,Chatbot Operator,Manufacturing,TensorFlow,High,57404,132237,179370
2786,AI Engineer,IT,Power BI,Medium,120577,87857,136099
2787,Automation Analyst,IT,Python,High,42951,122339,190167
2788,RPA Developer,Healthcare,OpenCV,High,50629,15771,155920
2789,Chatbot Operator,Manufacturing,Python,Medium,35411,112643,129260
2790,Chatbot Operator,IT,TensorFlow,Medium,69690,82414,156303
2791,AI Engineer,Manufacturing,TensorFlow,High,64574,145982,39344
2792,Data Entry Clerk,Finance,Power BI,High,117448,66181,41483
2793,ML Engineer,Manufacturing,TensorFlow,High,140799,127838,189098
2794,AI Engineer,IT,UiPath,Medium,91152,88480,39691
2795,ML Engineer,Finance,UiPath,Medium,45589,114411,129458
2796,Automation Analyst,Marketing,UiPath,Low,120030,124588,130540
2797,ML Engineer,Finance,TensorFlow,Low,111046,38939,43342
2798,ML Engineer,Healthcare,Python,High,72262,36882,151027
2799,Automation Analyst,Finance,TensorFlow,Low,149011,62791,61996
2800,Chatbot Operator,IT,TensorFlow,Medium,146888,111495,150427
2801,Automation Analyst,Finance,OpenCV,Low,120390,19785,75490
2802,ML Engineer,IT,Power BI,Low,98049,55825,60014
2803,AI Engineer,Finance,TensorFlow,High,62209,139864,75106
2804,Chatbot Operator,Healthcare,TensorFlow,High,74374,89821,152172
2805,ML Engineer,IT,TensorFlow,High,137095,50665,164890
2806,RPA Developer,Manufacturing,UiPath,Low,94400,132113,194529
2807,Automation Analyst,Finance,ChatGPT,Low,117488,63516,64321
2808,Chatbot Operator,Manufacturing,UiPath,Medium,130202,63254,106366
2809,RPA Developer,IT,ChatGPT,Medium,103957,14978,127745
2810,AI Engineer,IT,TensorFlow,Medium,92445,24442,17679
2811,RPA Developer,Manufacturing,OpenCV,Medium,50234,8043,44709
2812,Data Entry Clerk,Finance,TensorFlow,High,145279,118043,168148
2813,Chatbot Operator,Healthcare,Power BI,Medium,44083,136839,110364
2814,Data Entry Clerk,Manufacturing,TensorFlow,Low,95770,16039,120091
2815,Chatbot Operator,Healthcare,UiPath,Low,45964,49103,132375
2816,ML Engineer,Finance,OpenCV,High,145033,43261,124353
2817,Chatbot Operator,Manufacturing,OpenCV,Low,108816,61327,161827
2818,Automation Analyst,Manufacturing,Python,Low,47641,87786,194559
2819,RPA Developer,Healthcare,TensorFlow,Low,91528,40637,127869
2820,AI Engineer,IT,TensorFlow,High,73809,90405,25229
2821,Chatbot Operator,IT,TensorFlow,High,133198,18791,107573
2822,RPA Developer,Finance,ChatGPT,Low,106395,61149,65025
2823,ML Engineer,IT,TensorFlow,High,118078,140256,68813
2824,Automation Analyst,Finance,Power BI,High,92783,91081,194589
2825,Data Entry Clerk,Finance,Power BI,Low,144001,110655,149944
2826,AI Engineer,Healthcare,OpenCV,Low,146828,71860,10415
2827,Data Entry Clerk,Finance,UiPath,Medium,79727,42573,195844
2828,AI Engineer,Marketing,Python,High,78129,119667,121072
2829,AI Engineer,Finance,OpenCV,Low,149451,91678,75715
2830,Chatbot Operator,Manufacturing,TensorFlow,High,48472,9136,43127
2831,Data Entry Clerk,Manufacturing,ChatGPT,Low,138457,20614,38257
2832,Data Entry Clerk,Finance,Power BI,Medium,40288,53826,49824
2833,Chatbot Operator,IT,ChatGPT,High,56624,9074,52129
2834,Chatbot Operator,Marketing,Power BI,Medium,50201,72792,153502
2835,RPA Developer,Healthcare,UiPath,Medium,70919,38788,102887
2836,AI Engineer,Healthcare,Python,High,96114,115823,108683
2837,RPA Developer,IT,TensorFlow,Medium,140245,78069,98854
2838,Automation Analyst,Finance,Power BI,Low,38833,83664,156028
2839,ML Engineer,Manufacturing,Python,Low,72175,18192,146288
2840,Chatbot Operator,Healthcare,TensorFlow,Low,148038,63720,14227
2841,Automation Analyst,Manufacturing,Python,Medium,38842,118843,190027
2842,RPA Developer,Healthcare,ChatGPT,Medium,139456,141546,162859
2843,Data Entry Clerk,Manufacturing,TensorFlow,High,52304,20816,20520
2844,Data Entry Clerk,Marketing,Power BI,Medium,40707,105530,45551
2845,Data Entry Clerk,IT,OpenCV,High,107798,110457,167950
2846,AI Engineer,IT,Python,High,92650,124987,69789
2847,RPA Developer,Marketing,UiPath,High,92797,115009,173638
2848,RPA Developer,IT,UiPath,Medium,138605,18813,179956
2849,ML Engineer,Manufacturing,UiPath,Low,45098,79639,43508
2850,AI Engineer,Manufacturing,Python,Low,104285,140872,22290
2851,ML Engineer,Healthcare,UiPath,Medium,65880,39201,192741
2852,Chatbot Operator,Healthcare,OpenCV,Medium,134781,69634,177675
2853,AI Engineer,IT,UiPath,Medium,77645,14145,66662
2854,AI Engineer,Marketing,UiPath,Low,121540,82759,42565
2855,Automation Analyst,Marketing,ChatGPT,Low,70542,106518,21169
2856,RPA Developer,Marketing,UiPath,Low,90412,49985,74031
2857,ML Engineer,Manufacturing,TensorFlow,Medium,105354,87891,142824
2858,RPA Developer,Manufacturing,UiPath,Medium,138473,19002,135073
2859,AI Engineer,Finance,TensorFlow,Medium,89878,73714,167832
2860,RPA Developer,Finance,ChatGPT,Medium,44975,111643,188916
2861,Automation Analyst,IT,OpenCV,Low,60637,144695,22866
2862,Data Entry Clerk,Finance,Power BI,High,77929,114919,42272
2863,AI Engineer,IT,Python,Medium,136810,31146,90952
2864,AI Engineer,Healthcare,Python,Low,76710,50161,122796
2865,Data Entry Clerk,IT,Power BI,High,125038,84327,151988
2866,Data Entry Clerk,Healthcare,Python,Low,146159,63991,26420
2867,AI Engineer,Healthcare,Python,High,79320,77022,180989
2868,ML Engineer,Healthcare,OpenCV,High,57667,64612,174549
2869,Automation Analyst,Manufacturing,TensorFlow,Medium,78692,52416,140489
2870,Data Entry Clerk,Manufacturing,ChatGPT,Low,120186,130659,187753
2871,AI Engineer,Manufacturing,Power BI,High,139963,99867,101595
2872,Automation Analyst,Finance,UiPath,Medium,67079,26118,78957
2873,Data Entry Clerk,Marketing,Power BI,High,51615,40273,101057
2874,RPA Developer,Healthcare,Power BI,Medium,99993,65068,71618
2875,ML Engineer,IT,TensorFlow,High,71559,144220,121460
2876,ML Engineer,Manufacturing,ChatGPT,High,106388,128572,86129
2877,Data Entry Clerk,Manufacturing,OpenCV,High,105969,109968,76484
2878,RPA Developer,Finance,Python,Medium,106278,18249,34175
2879,AI Engineer,Marketing,ChatGPT,High,106988,143899,169052
2880,Automation Analyst,Manufacturing,OpenCV,Medium,148546,124099,115790
2881,ML Engineer,IT,Power BI,High,53637,104689,29967
2882,Chatbot Operator,Healthcare,Power BI,Medium,63201,45510,27321
2883,RPA Developer,Healthcare,Python,Low,53498,72577,43910
2884,Automation Analyst,IT,TensorFlow,Medium,95678,45486,13760
2885,Data Entry Clerk,Marketing,Python,High,88696,66350,141544
2886,Automation Analyst,IT,Python,Medium,124597,145385,127899
2887,Automation Analyst,Manufacturing,OpenCV,Low,74617,45217,157458
2888,AI Engineer,IT,Power BI,Medium,76746,117258,192089
2889,Chatbot Operator,Finance,OpenCV,Medium,60504,28518,122193
2890,AI Engineer,Finance,Python,Low,98242,115264,64710
2891,Data Entry Clerk,Manufacturing,Python,High,97132,131833,135238
2892,Automation Analyst,Marketing,UiPath,Medium,127848,126713,149274
2893,RPA Developer,Marketing,Power BI,Low,107163,63779,17936
2894,AI Engineer,IT,OpenCV,Medium,149250,10473,28850
2895,AI Engineer,Marketing,Power BI,Low,119136,99129,138131
2896,RPA Developer,IT,ChatGPT,Medium,105770,43298,126979
2897,Chatbot Operator,IT,ChatGPT,Low,52844,89636,184019
2898,RPA Developer,Marketing,TensorFlow,Low,95714,15798,136376
2899,Data Entry Clerk,Finance,ChatGPT,Medium,68803,7725,185833
2900,RPA Developer,Marketing,UiPath,High,127084,102026,82845
2901,Automation Analyst,Healthcare,ChatGPT,Medium,111562,26178,108730
2902,Chatbot Operator,Marketing,UiPath,High,123580,126671,48778
2903,Automation Analyst,IT,UiPath,High,118483,51270,46224
2904,Automation Analyst,Marketing,Python,High,55632,60757,183535
2905,Data Entry Clerk,Finance,OpenCV,High,113163,86061,102190
2906,Data Entry Clerk,Marketing,TensorFlow,Medium,64659,48932,67366
2907,Automation Analyst,Manufacturing,OpenCV,Low,102867,91070,182048
2908,Data Entry Clerk,IT,TensorFlow,High,101850,77024,115890
2909,Automation Analyst,IT,Python,Low,62092,149064,108723
2910,Automation Analyst,Manufacturing,UiPath,Low,116265,25607,198432
2911,Data Entry Clerk,IT,Power BI,High,68218,109657,71997
2912,AI Engineer,Manufacturing,UiPath,Low,39586,88580,124391
2913,Data Entry Clerk,Manufacturing,Python,Low,125159,44023,18315
2914,AI Engineer,Manufacturing,ChatGPT,Low,69557,90484,22459
2915,AI Engineer,IT,Python,Low,62866,124410,77777
2916,Automation Analyst,Finance,TensorFlow,Medium,108333,43129,71693
2917,Data Entry Clerk,Marketing,OpenCV,High,113757,110674,158293
2918,Chatbot Operator,Marketing,OpenCV,Medium,90301,84994,67874
2919,Automation Analyst,Healthcare,UiPath,High,66643,55787,178515
2920,RPA Developer,Marketing,Power BI,Low,105500,132328,122465
2921,Automation Analyst,Marketing,UiPath,Low,71268,66226,93147
2922,Chatbot Operator,Finance,UiPath,High,104308,10143,46258
2923,ML Engineer,IT,OpenCV,High,78878,9171,29422
2924,ML Engineer,Marketing,Python,Low,90785,122886,61107
2925,AI Engineer,Finance,UiPath,Medium,138507,42532,79662
2926,AI Engineer,IT,ChatGPT,Low,102430,116766,121968
2927,Data Entry Clerk,IT,Python,Medium,122934,144897,75722
2928,AI Engineer,Manufacturing,TensorFlow,Medium,119250,44796,32740
2929,Data Entry Clerk,IT,UiPath,Low,147273,90638,161708
2930,Data Entry Clerk,Manufacturing,UiPath,Low,124543,18413,59163
2931,Data Entry Clerk,IT,TensorFlow,Medium,111972,125499,197354
2932,RPA Developer,IT,OpenCV,Medium,105230,89549,33588
2933,RPA Developer,Marketing,UiPath,High,57289,126588,76132
2934,AI Engineer,Healthcare,OpenCV,Low,141186,131127,109723
2935,Automation Analyst,Healthcare,TensorFlow,Low,82055,53310,81758
2936,RPA Developer,Healthcare,UiPath,Low,141637,48305,172195
2937,AI Engineer,IT,UiPath,Low,113983,98938,31745
2938,ML Engineer,Manufacturing,Power BI,High,105615,85937,128615
2939,Chatbot Operator,Manufacturing,Power BI,Low,42649,62495,36667
2940,AI Engineer,IT,Power BI,Low,92942,28240,15234
2941,ML Engineer,IT,UiPath,Low,44072,22954,89036
2942,Chatbot Operator,IT,OpenCV,Low,102716,67605,111390
2943,RPA Developer,IT,UiPath,Low,62990,135469,62174
2944,Data Entry Clerk,IT,ChatGPT,Low,92363,134056,17463
2945,Automation Analyst,Finance,TensorFlow,Low,130491,112914,49292
2946,Data Entry Clerk,Healthcare,Python,High,137071,48397,192133
2947,Chatbot Operator,IT,Power BI,High,137100,27685,173015
2948,ML Engineer,Marketing,TensorFlow,Low,39809,25057,106654
2949,Chatbot Operator,Marketing,OpenCV,High,48420,61022,124126
2950,Data Entry Clerk,Finance,TensorFlow,Low,72758,131760,132345
2951,ML Engineer,Manufacturing,OpenCV,Low,149184,13196,17455
2952,AI Engineer,IT,ChatGPT,Medium,100310,149331,158086
2953,Data Entry Clerk,IT,TensorFlow,High,84260,74158,16998
2954,ML Engineer,Marketing,ChatGPT,Medium,61450,34433,188159
2955,ML Engineer,Manufacturing,OpenCV,Medium,62690,32627,122043
2956,Data Entry Clerk,IT,OpenCV,Medium,105188,84487,183483
2957,AI Engineer,IT,ChatGPT,Medium,149196,54028,178647
2958,RPA Developer,Finance,Power BI,Medium,60346,19202,102560
2959,Data Entry Clerk,Manufacturing,ChatGPT,Low,117325,53915,144513
2960,ML Engineer,Healthcare,Python,Medium,89257,5584,56929
2961,Data Entry Clerk,Manufacturing,OpenCV,High,86073,100613,82355
2962,ML Engineer,Marketing,Power BI,High,134341,74547,185555
2963,Chatbot Operator,Finance,OpenCV,Medium,37249,68173,133874
2964,Data Entry Clerk,Finance,OpenCV,Low,110017,68016,11834
2965,Automation Analyst,Finance,Python,Medium,123913,93665,80934
2966,RPA Developer,Manufacturing,TensorFlow,Low,37895,68425,60674
2967,Chatbot Operator,Manufacturing,Python,Low,134965,125949,55061
2968,Chatbot Operator,Healthcare,Python,Medium,49404,48822,90373
2969,RPA Developer,IT,UiPath,Low,74531,28536,169520
2970,Chatbot Operator,IT,Python,Low,86495,59439,187025
2971,RPA Developer,Finance,OpenCV,Medium,89003,132097,115037
2972,ML Engineer,Healthcare,Python,Medium,113156,41518,34989
2973,ML Engineer,Finance,OpenCV,Low,98071,68339,50207
2974,Chatbot Operator,Marketing,ChatGPT,High,49421,125305,70195
2975,Chatbot Operator,Healthcare,OpenCV,Low,88394,62911,90055
2976,ML Engineer,IT,Python,Medium,148061,86347,71741
2977,ML Engineer,Manufacturing,Python,High,137379,24438,155274
2978,AI Engineer,IT,ChatGPT,High,141117,81242,131801
2979,AI Engineer,Healthcare,Python,High,99378,112758,49683
2980,RPA Developer,Marketing,Power BI,High,57335,73787,101076
2981,Automation Analyst,Finance,ChatGPT,High,37466,64118,123625
2982,Data Entry Clerk,Finance,TensorFlow,Medium,115746,5655,183167
2983,Automation Analyst,Finance,Python,High,43298,77324,17817
2984,Automation Analyst,Manufacturing,Power BI,Medium,106042,148160,87677
2985,AI Engineer,Finance,ChatGPT,High,129709,92269,194982
2986,Automation Analyst,Healthcare,TensorFlow,High,130705,79836,104256
2987,Chatbot Operator,Manufacturing,Power BI,Low,84813,139885,125599
2988,ML Engineer,Healthcare,ChatGPT,Medium,60501,94302,149755
2989,ML Engineer,Manufacturing,Python,Medium,40793,20432,106343
2990,ML Engineer,IT,OpenCV,High,99172,90065,178050
2991,Data Entry Clerk,Marketing,TensorFlow,High,142803,55815,166647
2992,Chatbot Operator,Finance,Python,Low,80298,119305,199614
2993,RPA Developer,Manufacturing,Power BI,Medium,66005,143999,68651
2994,Chatbot Operator,IT,Python,Medium,66864,86108,101778
2995,AI Engineer,Marketing,UiPath,Low,99036,76624,91013
2996,Data Entry Clerk,IT,TensorFlow,Low,60733,29490,28202
2997,AI Engineer,Manufacturing,UiPath,Medium,143946,49032,38237
2998,AI Engineer,Manufacturing,ChatGPT,Medium,73405,98377,153483
2999,Data Entry Clerk,Finance,Python,Low,137911,25705,73710
3000,AI Engineer,Healthcare,UiPath,Low,37178,120269,107802
3001,Chatbot Operator,Healthcare,ChatGPT,Low,47464,80956,13163
3002,AI Engineer,Healthcare,ChatGPT,Low,136775,80928,120238
3003,AI Engineer,Manufacturing,UiPath,Low,109369,21782,158205
3004,Chatbot Operator,IT,UiPath,Low,42588,36070,195412
3005,RPA Developer,IT,Python,Low,78005,67561,13854
3006,RPA Developer,Marketing,Python,High,141925,104058,13775
3007,Automation Analyst,Finance,Python,High,120295,96576,12902
3008,Chatbot Operator,Finance,Python,Medium,83256,55729,58648
3009,RPA Developer,Marketing,ChatGPT,High,138861,17194,84893
3010,Data Entry Clerk,Marketing,Python,High,93061,85276,105505
3011,RPA Developer,Healthcare,TensorFlow,High,35853,6923,88808
3012,Chatbot Operator,Finance,OpenCV,High,96640,101148,138214
3013,ML Engineer,Manufacturing,ChatGPT,High,135011,107282,193109
3014,RPA Developer,Manufacturing,Python,High,82214,41727,62203
3015,ML Engineer,Marketing,Power BI,Medium,110912,49422,184936
3016,AI Engineer,Manufacturing,UiPath,Low,119481,142091,153609
3017,Data Entry Clerk,Finance,ChatGPT,Medium,139058,149909,142288
3018,Chatbot Operator,IT,Python,High,48674,94335,135933
3019,ML Engineer,Healthcare,UiPath,High,88167,68227,15370
3020,Automation Analyst,IT,OpenCV,Medium,73328,147582,123599
3021,Chatbot Operator,Finance,Python,Medium,108645,96450,66679
3022,Data Entry Clerk,Healthcare,Python,High,52878,41693,178546
3023,RPA Developer,IT,ChatGPT,High,148797,144617,135164
3024,Automation Analyst,Manufacturing,TensorFlow,Low,108886,127756,95224
3025,ML Engineer,Manufacturing,Power BI,Medium,130207,92421,91416
3026,ML Engineer,Manufacturing,Python,High,96924,37577,43564
3027,AI Engineer,Healthcare,TensorFlow,Low,63191,122116,101738
3028,RPA Developer,Finance,Power BI,Medium,75837,27948,82553
3029,Data Entry Clerk,IT,UiPath,High,139475,9037,126248
3030,Chatbot Operator,Marketing,OpenCV,Medium,35852,30932,65480
3031,ML Engineer,Manufacturing,ChatGPT,Medium,120934,48081,68344
3032,Data Entry Clerk,Marketing,OpenCV,High,134425,82342,116907
3033,AI Engineer,IT,TensorFlow,Low,129051,104063,58395
3034,Chatbot Operator,Healthcare,ChatGPT,Medium,118008,137180,130009
3035,Data Entry Clerk,Finance,TensorFlow,Medium,86318,136046,96882
3036,Automation Analyst,Finance,TensorFlow,Low,103453,36336,92807
3037,Chatbot Operator,Healthcare,TensorFlow,Medium,143243,14663,128917
3038,AI Engineer,IT,TensorFlow,High,70531,9938,119798
3039,Automation Analyst,Healthcare,ChatGPT,High,116886,35130,190640
3040,Chatbot Operator,IT,ChatGPT,High,108792,85945,168109
3041,AI Engineer,Marketing,OpenCV,Low,72761,114614,40045
3042,RPA Developer,Manufacturing,OpenCV,High,45973,56546,83702
3043,Data Entry Clerk,IT,Python,Medium,42887,88071,189836
3044,AI Engineer,Marketing,TensorFlow,High,132290,26062,48172
3045,Data Entry Clerk,Healthcare,UiPath,Low,124548,84426,164594
3046,ML Engineer,Healthcare,Power BI,Low,139197,114034,45810
3047,ML Engineer,Marketing,OpenCV,Medium,127078,147535,35218
3048,Data Entry Clerk,IT,Power BI,Low,95995,79983,187178
3049,RPA Developer,Marketing,TensorFlow,Medium,49359,37391,179773
3050,AI Engineer,Finance,UiPath,High,149890,10032,113584
3051,Data Entry Clerk,Marketing,ChatGPT,Low,66210,64674,169261
3052,RPA Developer,Marketing,OpenCV,Medium,81238,35014,74998
3053,Automation Analyst,Finance,TensorFlow,Low,148773,8547,18324
3054,AI Engineer,Finance,TensorFlow,High,50791,30909,33755
3055,Data Entry Clerk,Manufacturing,Python,Low,84448,117133,107611
3056,Data Entry Clerk,Finance,UiPath,Medium,41783,131780,162895
3057,Data Entry Clerk,Manufacturing,TensorFlow,High,86958,25871,13307
3058,RPA Developer,Finance,TensorFlow,High,91977,67290,34945
3059,ML Engineer,Marketing,OpenCV,Medium,84386,63105,30990
3060,AI Engineer,Manufacturing,UiPath,Medium,63191,116586,56948
3061,Data Entry Clerk,Manufacturing,OpenCV,Low,145623,127599,93860
3062,RPA Developer,Healthcare,TensorFlow,Low,98565,24143,66608
3063,AI Engineer,IT,ChatGPT,Low,134621,117841,193086
3064,ML Engineer,Finance,OpenCV,Medium,111730,100678,159035
3065,RPA Developer,Finance,ChatGPT,Low,111933,80016,16679
3066,ML Engineer,Marketing,OpenCV,Low,136813,112475,111363
3067,Data Entry Clerk,Finance,Power BI,Low,149346,113411,165683
3068,Automation Analyst,IT,Power BI,Low,124169,91875,163047
3069,Automation Analyst,Manufacturing,ChatGPT,Medium,112759,36224,143559
3070,RPA Developer,Manufacturing,Power BI,High,86960,23525,17947
3071,Data Entry Clerk,Healthcare,UiPath,Low,125221,49654,19823
3072,ML Engineer,Marketing,UiPath,Low,96525,48821,167139
3073,ML Engineer,Marketing,UiPath,High,66772,113319,138642
3074,Automation Analyst,Marketing,Power BI,Medium,79760,94611,178275
3075,Chatbot Operator,Manufacturing,UiPath,Low,65544,123746,137428
3076,Chatbot Operator,Manufacturing,OpenCV,Low,88768,98382,181781
3077,RPA Developer,Manufacturing,UiPath,Medium,131439,145786,181160
3078,Chatbot Operator,Finance,UiPath,Medium,134499,69743,160047
3079,AI Engineer,Healthcare,Power BI,Medium,40902,11244,50913
3080,Automation Analyst,Manufacturing,ChatGPT,Low,49416,49447,97869
3081,Automation Analyst,IT,Python,Low,98463,37770,153304
3082,Data Entry Clerk,IT,Python,High,141653,76607,10201
3083,Automation Analyst,Marketing,ChatGPT,High,69785,48972,43542
3084,AI Engineer,Finance,Python,High,118614,78468,10666
3085,Automation Analyst,IT,ChatGPT,Low,73660,86212,171686
3086,RPA Developer,Finance,UiPath,Low,61213,89904,143227
3087,Chatbot Operator,Finance,UiPath,Low,104723,129190,13734
3088,RPA Developer,Healthcare,ChatGPT,Low,72463,12506,86402
3089,Automation Analyst,Healthcare,TensorFlow,High,71462,90933,199928
3090,AI Engineer,Marketing,Python,Medium,115734,140232,92179
3091,Data Entry Clerk,Manufacturing,Power BI,Medium,58536,94569,194666
3092,AI Engineer,Manufacturing,Python,Low,98028,137334,146214
3093,AI Engineer,Marketing,OpenCV,Low,57593,19935,161885
3094,Data Entry Clerk,Finance,UiPath,High,131767,25080,168483
3095,ML Engineer,Healthcare,TensorFlow,Medium,78863,111937,23472
3096,ML Engineer,Healthcare,Power BI,Medium,139296,37523,86276
3097,Chatbot Operator,Manufacturing,OpenCV,High,142132,19514,51881
3098,Data Entry Clerk,IT,ChatGPT,Low,89673,77186,61325
3099,ML Engineer,Manufacturing,UiPath,Low,53921,127062,154707
3100,RPA Developer,Finance,ChatGPT,High,97349,35690,42490
3101,Automation Analyst,Healthcare,ChatGPT,Medium,50618,128251,114539
3102,Chatbot Operator,Healthcare,Power BI,High,123748,38970,18930
3103,ML Engineer,Marketing,Power BI,High,56747,37462,93843
3104,ML Engineer,Manufacturing,Power BI,Medium,88376,61784,173358
3105,Automation Analyst,Marketing,Power BI,Medium,39627,117315,47266
3106,AI Engineer,IT,OpenCV,Low,76357,42534,80669
3107,Automation Analyst,IT,Python,Medium,144187,19629,182915
3108,Automation Analyst,Finance,Power BI,High,60068,76136,20417
3109,ML Engineer,Finance,Python,Medium,128651,57665,55087
3110,Chatbot Operator,Marketing,OpenCV,Low,40698,44182,65738
3111,RPA Developer,Marketing,TensorFlow,Medium,60876,57023,116697
3112,ML Engineer,IT,Power BI,Medium,127726,88845,49419
3113,RPA Developer,Marketing,UiPath,Low,131203,105421,35198
3114,RPA Developer,Manufacturing,Power BI,High,106401,122184,193069
3115,Automation Analyst,Healthcare,OpenCV,High,104371,54824,62439
3116,Chatbot Operator,Finance,OpenCV,Low,108636,85550,161077
3117,Automation Analyst,IT,Python,Low,136814,134850,43069
3118,Automation Analyst,Manufacturing,UiPath,High,117558,134066,50347
3119,Automation Analyst,IT,UiPath,Medium,106962,79086,134475
3120,ML Engineer,Finance,OpenCV,High,67292,33349,160045
3121,AI Engineer,IT,TensorFlow,Low,36759,123227,181188
3122,RPA Developer,Finance,TensorFlow,Low,148092,71614,44184
3123,Chatbot Operator,Finance,OpenCV,High,79097,88873,167147
3124,AI Engineer,Healthcare,Python,Medium,107788,112387,136105
3125,RPA Developer,Marketing,Power BI,High,91992,14949,196247
3126,AI Engineer,Marketing,TensorFlow,High,99767,115309,89846
3127,Chatbot Operator,IT,UiPath,High,123597,126395,133919
3128,Data Entry Clerk,Finance,OpenCV,Medium,55040,48442,57675
3129,RPA Developer,Manufacturing,TensorFlow,Medium,78911,91853,51182
3130,RPA Developer,Manufacturing,TensorFlow,High,58046,61913,90858
3131,Automation Analyst,Healthcare,OpenCV,Low,89771,114474,150983
3132,AI Engineer,Manufacturing,Power BI,High,87306,22949,42715
3133,RPA Developer,Finance,OpenCV,High,68074,112990,44734
3134,AI Engineer,Marketing,OpenCV,High,125660,119880,180242
3135,AI Engineer,IT,TensorFlow,High,121232,16853,116753
3136,ML Engineer,Marketing,TensorFlow,High,115421,76657,148578
3137,Chatbot Operator,IT,TensorFlow,High,126600,105055,115677
3138,ML Engineer,Marketing,TensorFlow,High,143853,85132,59910
3139,ML Engineer,IT,Python,Medium,118516,47032,65549
3140,Data Entry Clerk,Finance,Power BI,Low,64039,77966,48218
3141,Data Entry Clerk,Manufacturing,Power BI,Low,60999,99542,112880
3142,Data Entry Clerk,IT,TensorFlow,Low,79253,82902,32537
3143,RPA Developer,Marketing,Power BI,Medium,43443,119461,191025
3144,RPA Developer,Finance,Python,High,78185,99228,190559
3145,AI Engineer,Manufacturing,Power BI,Medium,139017,134425,39034
3146,Data Entry Clerk,Marketing,Python,High,73703,41591,118651
3147,Chatbot Operator,Marketing,ChatGPT,High,83199,75408,118932
3148,Automation Analyst,Finance,ChatGPT,Low,113056,47230,90228
3149,Data Entry Clerk,Finance,Python,High,58266,77729,186231
3150,AI Engineer,Finance,ChatGPT,Low,113025,102793,156319
3151,Automation Analyst,Healthcare,OpenCV,High,114054,102706,172067
3152,Automation Analyst,Manufacturing,UiPath,High,74861,145092,18207
3153,RPA Developer,IT,Python,Low,81415,67893,62008
3154,Chatbot Operator,Manufacturing,OpenCV,Medium,95342,39647,179518
3155,AI Engineer,IT,Power BI,Medium,49672,121237,142617
3156,ML Engineer,Finance,ChatGPT,Low,55528,72171,36571
3157,RPA Developer,Finance,UiPath,Low,71600,100620,138240
3158,Chatbot Operator,Healthcare,UiPath,High,87768,35356,137072
3159,Automation Analyst,Finance,UiPath,Medium,135842,149276,118498
3160,ML Engineer,IT,ChatGPT,Low,133313,68485,152287
3161,AI Engineer,Finance,UiPath,Medium,89270,101248,107661
3162,RPA Developer,Finance,TensorFlow,High,122920,93772,31261
3163,Chatbot Operator,Manufacturing,Power BI,Medium,63345,49153,112732
3164,Automation Analyst,Marketing,Power BI,Medium,92529,64611,69923
3165,Data Entry Clerk,Healthcare,UiPath,Medium,146780,98053,139495
3166,Automation Analyst,Manufacturing,Python,Medium,118907,137213,41819
3167,Automation Analyst,Marketing,TensorFlow,Low,149083,71483,12540
3168,Chatbot Operator,Marketing,UiPath,High,111625,21727,58661
3169,Chatbot Operator,Manufacturing,UiPath,High,96985,63818,15812
3170,Data Entry Clerk,Manufacturing,OpenCV,High,134716,98925,38546
3171,ML Engineer,Healthcare,Python,Low,76172,116688,34793
3172,Automation Analyst,IT,UiPath,Medium,130726,68419,105640
3173,AI Engineer,Manufacturing,Python,Low,115313,88408,72747
3174,Automation Analyst,Marketing,ChatGPT,High,116885,8956,41153
3175,Data Entry Clerk,IT,UiPath,Medium,86105,53686,53587
3176,ML Engineer,Finance,ChatGPT,High,88424,75806,16946
3177,Automation Analyst,Marketing,TensorFlow,Medium,120684,122545,115365
3178,ML Engineer,Healthcare,Power BI,Medium,57214,122560,20325
3179,ML Engineer,Marketing,Python,Medium,120907,106552,196399
3180,ML Engineer,Manufacturing,UiPath,Low,78557,120664,192902
3181,AI Engineer,Finance,Python,Medium,118072,133041,63234
